file,title_en,type_en,text_en,title_fr,type_fr,text_fr
../TacticsCards/ORLOCK/Showboating.png,Showboating,Orlock Tactics,"Play this gang tactic when a friendly Orlock
fighter takes an enemy fighter Out of Action
with an attack as part of a Charge (Double)
action.

If the fighter is no longer Engaged, they may
immediately make a second, free Charge
(Double) action. If the fighter is Engaged, they
may immediately make a free Fight (Basic)
action instead.",,,
../TacticsCards/ORLOCK/Solidarity.png,Solidarity,Orlock Tactics,"| Play at the start of any round.

For the duration of the round, fighters from
your gang automatically pass any Cool |
checks they make as long as they are within
6"" of another fighter from your gang.",,,
../TacticsCards/ORLOCK/Stepping Up.png,Stepping Up,Orlock Tactics,"Play this gang tactic when a friendly Orlock
fighter with the Gang Hierarchy (Leader) trait is
taken Out of Action. Choose a friendly Orlock
yates that is on the battlefield and has the Gang

ierarchy (Champion) skill. Until the end of this
battle, or until the chosen fighter is taken Out of
Action, the chosen fighter replaces their Gang
Hierarchy (Champion) and Group Activation (1)
special rules with the Gang Hierarchy (Leader)
and Group Activation (2) special rules.",,,
../TacticsCards/ORLOCK/Strength of Arms.png,Strength of Arms,Orlock Tactics,"Play this gang tactic during the Priority phase of
any round, after Roll for Priority, but before
Ready Fighters.

Until the End phase of this round, attacks made
by friendly Orlock fighters made with a weapon
that has the Melee trait gain +15 for each
additional friendly fighter that is also Engaged
with the target, to a maximum of +3.",,,
../TacticsCards/ORLOCK/Tough as Nails.png,Tough as Nails,Orlock Tactics,"Play this tactic during the Priority phase of any
round, after Roll for Priority, before Ready
Fighters. Choose a friendly Orlock gutee with
the Gang Hierarchy (X) special rule. For the
remainder of this battle, roll a D6 each time that
fighter suffers a wound (roll separately for each
wound caused by a single attack). On a 2+, that
wound is ignored. On a 1, the fighter suffers the
wound as normal and this tactic is discarded.

If the fighter suffers an Injury without losing a
wound (e.g., from Gas trait), discard this tactic.",,,
../TacticsCards/ORLOCK/Trigger Discipline.png,Trigger Discipline,Orlock Tactics,"Play this gang tactic during the Priority phase of
any round, after Roll for Priority, but before
Ready Fighters.

Until the End phase of this round, all friendly
Orlock fighters that start their activation within
6"" of a friendly fighter with the Gang Hierarchy
(X) rule count as having the Steady Hands skill.",,,
../TacticsCards/ORLOCK/Up Close and Personal.png,Up Close and Personal,Orlock Tactics,"Play this gang tactic during the Priority phase of
any round, after Roll for Priority, but before
Ready Fighters.

Choose up to three friendly Orlock fighters.
Until the end of the battle, any sawn-off
shotguns carried by those fighters gain the
Sidearm trait.",,,
../TacticsCards/ORLOCK/Wall of Iron.png,Wall of tron,Orlock Tactics,"Play this gang tactic during the Priority phase of
any round, after Roll for Priority, but before
Ready Fighters.

Until the End phase of this round, any friendly
fighter that is in base contact with one or more
Standing and Active friendly Orlock fighters
cannot be involuntary placed Prone and Pinned
(they may, however, voluntarily go Prone should
you Wish).",,,
../TacticsCards/ORLOCK/What’s in a Name_.png,What's in a Name?,Orlock Tactics,"Play this gang tactic at the start of the battle,
after both sides have deployed but before

the first round.

Choose a friendly Orlock fighter in your
starting crew. Until the end of this battle, that
fighter gains one additional Orlock Legendary
Name of your choice. This does not affect their
Credit cost.",,,
../TacticsCards/ORLOCK VEHICLES/Back in the Saddle.png,Back in the Saddle,Orlock Vehicle Tactics,"Play this gang tactic when activating a friendly
fighter with the Mounted condition who is
Prone and Pinned.

The fighter immediately becomes Standing and
Active without using any actions.",,,
../TacticsCards/ORLOCK VEHICLES/Biker Gang.png,Biker Gang,Orlock Vehicle Tactics,"Play this gang tactic at the start of the battle,
after both sides have deployed, but before the
first round.

For the duration of this battle, D3 fighters of
your choice in your starting crew subject to the
Mounted condition increase their Initiative
characteristic by 1.",,,
../TacticsCards/ORLOCK VEHICLES/Boarding Action!.png,| Boarding Action!,Orlock Vehicle Tactics,"Play this gang tactic when a friendly fighter takes
an Initiative test for jumping onto or off of

a vehicle.

The Initiative test is automatically passed, no roll
is needed.",,,
../TacticsCards/ORLOCK VEHICLES/Bulldoze.png,| Bulldoze,Orlock Vehicle Tactics,"Play this gang tactic before resolving a vehicle
collision during a friendly vehicle's activation.
The vehicle that is currently activating does not
suffer any hits due to the collision.",,,
../TacticsCards/ORLOCK VEHICLES/Can Openers.png,Can Openers,Orlock Vehicle Tactics,"Play this gang tactic at the start of the battle,
after both sides have deployed, but before

the first round.

Select one friendly fighter; for the duration of
this battle any weapons with the Melee trait they
are equipped with increase their Strength
characteristic by 1 when ae vehicle. If
your gang has no weapons with the Melee trait,
you may discard this gang tactic and select
another.",,,
../TacticsCards/ORLOCK VEHICLES/Drive By.png,Drive By,Orlock Vehicle Tactics,"Play this gang tactic when activating a friendly
vehicle.

For the duration of this activation, the vehicle
treats the Move & Shoot (Basic) action as a
simple action.",,,
../TacticsCards/ORLOCK VEHICLES/Familiar Ground.png,Familiar Ground,Orlock Vehicle Tactics,"Play this gang tactic at the start of the battle,
after both sides have deployed, but before the
first round.

For the duration of this battle, one friendly
vehicle of your choice in your starting crew may
treat difficult terrain and dangerous terrain as
open terrain.",,,
../TacticsCards/ORLOCK VEHICLES/Fang it!.png,Fang it!,Orlock Vehicle Tactics,"Play this gang tactic when activating a friendly

fighter subject to the Mounted condition.

For the duration of this activation, the selected
fighter increases their Movement characteristic
by 4"".",,,
../TacticsCards/ORLOCK VEHICLES/Going in Guns Blazing.png,Going in Guns Blazing,Orlock Vehicle Tactics,"Play this gang tactic when activating a friendly
vehicle.

For the duration of this activation, the vehicle
may fire one weapon with the Crew Weapon or
Sidearm trait at any point while making a Ram
(Double) action.",,,
../TacticsCards/ORLOCK VEHICLES/I Can Hold It!.png,| Can Hold It!,Orlock Vehicle Tactics,"Play this gang tactic after a friendly vehicle has
failed a Loss of Control test.

The vehicle is instead considered to have passed
the Loss of Control test.",,,
../TacticsCards/ORLOCK VEHICLES/King of the Road.png,King of the Road,Orlock Vehicle Tactics,"Play this gang tactic during the Wrap-up phase
of the post- battle sequence.

If any enemy vehicles were Wrecked during this
battle, your gang gains D3 Reputation.",,,
../TacticsCards/ORLOCK VEHICLES/Power Slide.png,Power Slide,Orlock Vehicle Tactics,"Play this gang tactic when activating a friendly
vehicle.

For the duration of this activation, the vehicle
may make an extra turn of up to 90 degrees when
performing a Move (Simple) action.",,,
../TacticsCards/ORLOCK VEHICLES/Ride Them Down!.png,Ride Them Down!,Orlock Vehicle Tactics,"Play this gang tactic when resolving a Ride By
attack before rolling to Hit.

Increase the Strength of any hits inflicted by the
attack by 1.",,,
../TacticsCards/ORLOCK VEHICLES/Road Warriors.png,Road Warriors,Orlock Vehicle Tactics,"Play this gang tactic at the start of a Rolling
Roads battle, after both sides have deployed, but
before the first round.

For the duration of this battle, D3 friendly
models of your choice in your starting crew gain
+1 to the Intelligence test to rejoin the battle. If
the scenario being played does not use the
Rolling Roads rules you may discard this gang
tactic and select another.",,,
../TacticsCards/ORLOCK VEHICLES/Rugged Construction.png,Rugged Construction,Orlock Vehicle Tactics,"Play this gang tactic during the Post-battle
Actions phase of the post-battle sequence.
Halve the credits cost (rounding up to the
nearest 5 credits) of the Negotiate Repairs action.",,,
../TacticsCards/ORLOCK VEHICLES/Supplies Delivered.png,Supplies Delivered,Orlock Vehicle Tactics,"Play this gang tactic during the Wrap-up phase
of the post-battle sequence.

Add D3x10 credits to your gang's Stash for every
friendly vehicle that took part in the battle and
isn't Wrecked.",,,
../TacticsCards/ORLOCK VEHICLES/Take Them Out!.png,Take Them Out!,Orlock Vehicle Tactics,"Play this gang tactic when rolling damage for an
enemy vehicle.
Roll one additional Damage dice for the attack.",,,
../TacticsCards/ORLOCK VEHICLES/Wheels of Iron.png,Wheels of lron,Orlock Vehicle Tactics,"Play this gang tactic when a friendly vehicle is
targeted by an attack.

For the duration of this attack, increase the
Toughness characteristic of the arc being hit by 1",,,
../TacticsCards/OUTCASTS/A Few Friends.png,A Few Friends,Outcasts Tactics,"Play this gang tactic at the start of the battle, afte
both sides have deployed, but before the first
round. Your gang may immediately recruit and
pists in your deployment zone D3+2 Hive Scum
ired Guns. These fighters are recruited for free
and will leave your gang at the end of this battle.
These fighters are not counted towards your
maximum crew size - they are taken in addition
to your starting crew. If you do not have models
available to represent these Hive Scum, you may
discard this gang tactic and select another.",,,
../TacticsCards/OUTCASTS/All or Nothing.png,All or Nothing,Outcasts Tactics,"Play this gang tactic when activating a friendly
fighter.

The fighter (who may be Seriously Injured),
immediately becomes Standing and Active and
may perform up to three actions during this
activation. Once their activation ends, they
immediately go Out of Action.",,,
../TacticsCards/OUTCASTS/Back to the Badzones.png,Back to the Badzones,Outcasts Tactics,"Play this gang tactic during any End phase,
before your opponent makes any Recovery tests.
The battle ends as if your gang had retreated
from the battlefield. Friendly fighters who are
Seriously Injured automatically recover and
there is no chance for any fighters to be
Captured.",,,
../TacticsCards/OUTCASTS/Dirty Tactics.png,Dirty Tactics,Outcasts Tactics,"Play this gang tactic at the end of a friendly
fighter's activation.

Immediately activate another Ready friendly
fighter anywhere on the battlefield.",,,
